年度,日期,片名中文,英文片名,國家,評分,Wiki,IMDb_ID,豆瓣ID,HackMD_ID,Google,Wiki,IMDb,豆瓣,Note,人物標籤,主題標籤,Remark
1951,1951-11-11,花都舞影,An American in Paris,美,5,一個美國人在巴黎_(電影),tt0043278,1316522,,Google,Wiki,IMDb,豆瓣,x,@金·凱利,#音樂歌舞,
1950,1950-11-09,所羅門王寶藏,King Solomon's Mines,美,5,,tt0397501,1940580,,Google,x,IMDb,豆瓣,x,,,
1950,1950-08-25,羅生門,Rashomon,日本,8,羅生門_(電影),tt0042876,1291879,,Google,Wiki,IMDb,豆瓣,x,@@黑澤明,#黑白片,
1950,1950-02-15,仙履奇緣,Cinderella,美,5,仙履奇缘,tt0042332,1294461,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(12),
1947,1947-10-09,玉面情魔,Nightmare Alley,美,6,,tt0039661,1302893,mXG_01ovRlqJvA16asnBdA,Google,x,IMDb,豆瓣,Note,,#黑白片,
1944,1944-08-23,阿里巴巴和四十大盗,Ali Baba and the Forty Thieves,美,5,,tt0036591,1305435,,Google,x,IMDb,豆瓣,x,,,
1942,1942-11-26,北非諜影,Casablanca,美,7,北非谍影,tt0034583,1296753,jVp8U0YpQfWz6PtSPvQzLw,Google,Wiki,IMDb,豆瓣,Note,@@麥可·寇蒂斯 @英格麗·褒曼,!奧斯卡最佳影片(16) !奧斯卡最佳導演(16) #黑白片,
1940,1940-12-05,月宮寶盒,The Thief of Bagdad,美,6,月宫宝盒_(1924年电影),tt0033152,1293444,,Google,Wiki,IMDb,豆瓣,x,,,
1940,1940-10-15,大獨裁者,The Great Dictator,美,8,大独裁者,tt0032553,1295646,oKr6gxIqQXmmtXJAGXQ_gw,Google,Wiki,IMDb,豆瓣,Note,@@查理·卓別林,#戰爭(第二次世界大戰) #黑白片,
1940,1940-05-17,魂斷藍橋,Waterloo Bridge,美,7,魂断蓝桥,tt0033238,1293964,,Google,Wiki,IMDb,豆瓣,x,@費雯·麗,#黑白片,
1940,1940-02-07,木偶奇遇記,Pinocchio,美,5,木偶奇遇记_(电影),tt0032910,1292757,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(2),
1939,1939-12-15,亂世佳人,Gone with the Wind,美,8,乱世佳人,tt0031381,1300267,,Google,Wiki,IMDb,豆瓣,x,@@維克托·弗萊明 @費雯·麗 @克拉克·蓋博,!奧斯卡最佳影片(12) !奧斯卡最佳導演(12) #戰爭(美國南北戰爭),
1937,1937-12-21,白雪公主,Snow White and the Seven Dwarfs,美,5,白雪公主_(1937年電影),tt0029583,1297756,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(1),
1937,1937-07-24,馬路天使,Street Angel,中,7,马路天使,tt0183828,1307708,,Google,Wiki,IMDb,豆瓣,x,,#黑白片,
1925,1925-11-12,波坦金戰艦,Bronenosets Potemkin,蘇聯,8,战舰波将金号,tt0015648,1293492,wgOF9c5pSgGWzldCsUjFrw,Google,Wiki,IMDb,豆瓣,Note,,#黑白片,
1918,1918-07-20,盧西塔尼亞號的沉沒,The Sinking of the Lusitania,美,7,卢西塔尼亚号的沉没,tt0009620,1897877,,Google,Wiki,IMDb,豆瓣,x,,#戰爭(第一次世界大戰) #動畫 #黑白片 #短片,
1914,1914-02-08,恐龍葛蒂,Gertie the Dinosaur,美,7,恐龙葛蒂,tt0004008,1856040,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #黑白片 #短片,
1911,1911-04-08,小尼莫,Little Nemo,美,7,小尼莫,tt0001737,1866062,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #黑白片 #短片,
